022019111010401306015 U00005670000567000000000000000000216000029600000030000005000033600000000000000S
0220191110111999090000U00290570029057000000000000000000000000000000000130000012000220500000000000000S
022019111090827906025 A00006450000645000000000000000000230000035400000030000003000042200000000000000S
